departamento,codigo_via,kilometro,modalidad,hora_siniestro,mes,dia_semana,es_noche,fatal
AMAZONAS,PE-5N,230.0,DESPISTE,6.0,1.0,TUESDAY,0,0
ANCASH,PE-1N,252.0,CHOQUE,9.0,1.0,TUESDAY,0,0
ICA,PE-1S,271.0,ATROPELLO,2.0,1.0,TUESDAY,0,0
ICA,PE-1S,271.0,ATROPELLO,2.0,1.0,TUESDAY,0,0
MADRE DE DIOS,PE-30C,274.0,DESPISTE,11.0,1.0,TUESDAY,0,0
ANCASH,PE-1N,275.0,DESPISTE,11.0,1.0,TUESDAY,0,0
ANCASH,PE-1N,323.0,DESPISTE,1.0,1.0,TUESDAY,0,0
ANCASH,N.I.,622.0,DESPISTE,7.0,1.0,TUESDAY,0,0
LAMBAYEQUE,PE-1N,920.0,CHOQUE,0.0,1.0,TUESDAY,0,0
JUNIN,N.I.,10.0,DESPISTE,2.0,1.0,WEDNESDAY,0,0
JUNIN,PE-3S,22.0,CHOQUE,10.0,1.0,WEDNESDAY,0,1
JUNIN,PE-22,27.0,DESPISTE,3.0,1.0,WEDNESDAY,0,0
AYACUCHO,N.I.,45.0,DESPISTE,19.0,1.0,WEDNESDAY,1,0
LIMA,PE-1N,70.0,DESPISTE,7.0,1.0,WEDNESDAY,0,0
LIMA,PE-22,80.0,ESPECIAL,4.0,1.0,WEDNESDAY,0,0
CAJAMARCA,PE-08,85.0,DESPISTE,7.0,1.0,WEDNESDAY,0,0
LIMA,PE-22,111.0,CHOQUE,11.0,1.0,WEDNESDAY,0,0
AREQUIPA,PE-34A,136.0,DESPISTE,2.0,1.0,WEDNESDAY,0,0
ICA,PE-1S,200.0,CHOQUE,0.0,1.0,WEDNESDAY,0,0
ICA,PE-1S,222.0,DESPISTE,10.0,1.0,WEDNESDAY,0,0
ANCASH,PE-1N,419.0,CHOQUE,18.0,1.0,WEDNESDAY,1,1
HUANUCO,N.I.,459.0,DESPISTE,6.0,1.0,WEDNESDAY,0,0
LA LIBERTAD,PE-1N,512.0,ESPECIAL,18.0,1.0,WEDNESDAY,1,0
ANCASH,N.I.,639.0,DESPISTE,20.0,1.0,WEDNESDAY,1,0
AREQUIPA,PE-1S,649.0,DESPISTE,0.0,1.0,WEDNESDAY,0,0
AREQUIPA,PE-1S,922.0,DESPISTE,3.0,1.0,WEDNESDAY,0,1
MOQUEGUA,PE-1S,1131.0,CHOQUE,7.0,1.0,WEDNESDAY,0,0
CAJAMARCA,PE-3N,1200.0,DESPISTE,16.0,1.0,WEDNESDAY,0,0
CAJAMARCA,PE-3N,1382.0,DESPISTE,13.0,1.0,WEDNESDAY,0,0
LIMA,PE-1N,4.0,CHOQUE,19.0,1.0,THURSDAY,1,0
LORETO,LO-103,9.0,CHOQUE,16.0,1.0,THURSDAY,0,0
AREQUIPA,PE-34E,16.0,CHOQUE,21.0,1.0,THURSDAY,1,0
AREQUIPA,PE-34E,33.0,CHOQUE,6.0,1.0,THURSDAY,0,0
CUSCO,N.I.,68.0,DESPISTE,8.0,1.0,THURSDAY,0,0
TACNA,PE-1SD,69.0,DESPISTE,8.0,1.0,THURSDAY,0,0
LIMA,PE-22,70.0,DESPISTE,5.0,1.0,THURSDAY,0,0
LIMA,PE-1N,73.0,CHOQUE,22.0,1.0,THURSDAY,1,0
LIMA,PE-1S,93.0,CHOQUE,23.0,1.0,THURSDAY,1,0
AREQUIPA,PE-34A,122.0,CHOQUE,22.0,1.0,THURSDAY,1,0
LIMA,PE-1S,141.0,DESPISTE,14.0,1.0,THURSDAY,0,0
JUNIN,N.I.,142.0,DESPISTE,17.0,1.0,THURSDAY,0,0
PUNO,N.I.,215.0,DESPISTE,15.0,1.0,THURSDAY,0,0
PUNO,PE-34B,270.0,DESPISTE,0.0,1.0,THURSDAY,0,0
MADRE DE DIOS,PE-34B,406.0,DESPISTE,12.0,1.0,THURSDAY,0,0
ANCASH,PE-1N,425.0,CHOQUE,21.0,1.0,THURSDAY,1,0
SAN MARTIN,PE-5N,463.0,CHOQUE,1.0,1.0,THURSDAY,0,0
AREQUIPA,PE-1S,752.0,DESPISTE,12.0,1.0,THURSDAY,0,0
PIURA,PE-1N,920.0,DESPISTE,15.0,1.0,THURSDAY,0,1
LIMA,PE-1N,,ESPECIAL,19.0,1.0,THURSDAY,1,0
CAJAMARCA,PE-3N,18.0,DESPISTE,17.0,1.0,FRIDAY,0,0
JUNIN,PE-3SA,22.0,DESPISTE,13.0,1.0,FRIDAY,0,0
LIMA,PE-1NE,28.0,DESPISTE,12.0,1.0,FRIDAY,0,1
LIMA,PE-20A,29.0,CHOQUE,9.0,1.0,FRIDAY,0,0
JUNIN,PE-3S,37.0,DESPISTE,6.0,1.0,FRIDAY,0,0
CAJAMARCA,PE-06B,39.0,DESPISTE,0.0,1.0,FRIDAY,0,0
JUNIN,PE-22,42.0,CHOQUE,10.0,1.0,FRIDAY,0,0
JUNIN,PE-3S,59.0,DESPISTE,17.0,1.0,FRIDAY,0,0
AREQUIPA,PE-34A,122.0,CHOQUE,2.0,1.0,FRIDAY,0,0
AYACUCHO,PE-3S,133.0,DESPISTE,12.0,1.0,FRIDAY,0,0
AMAZONAS,PE-5N,290.0,DESPISTE,17.0,1.0,FRIDAY,0,0
ICA,PE-1S,422.0,CHOQUE,20.0,1.0,FRIDAY,1,0
ICA,PE-1S,424.0,CHOQUE,22.0,1.0,FRIDAY,1,0
LA LIBERTAD,PE-1N,468.0,CHOQUE,14.0,1.0,FRIDAY,0,1
PUNO,PE-3S,1326.0,CHOQUE,11.0,1.0,FRIDAY,0,0
LIMA,LM-108,3.0,DESPISTE,18.0,1.0,SATURDAY,1,0
LIMA,PE-20A,24.0,CHOQUE,10.0,1.0,SATURDAY,0,0
JUNIN,PE-22,55.0,DESPISTE,5.0,1.0,SATURDAY,0,0
JUNIN,PE-3S,64.0,DESPISTE,19.0,1.0,SATURDAY,1,0
CUSCO,PE-28B,75.0,CHOQUE,15.0,1.0,SATURDAY,0,0
LIMA,PE-1S,84.0,DESPISTE,5.0,1.0,SATURDAY,0,0
LA LIBERTAD,PE-10A,104.0,CHOQUE,21.0,1.0,SATURDAY,1,0
LAMBAYEQUE,PE-06A,108.0,DESPISTE,17.0,1.0,SATURDAY,0,0
LIMA,PE-22,123.0,CHOQUE,6.0,1.0,SATURDAY,0,0
JUNIN,PE-22,156.0,CHOQUE,6.0,1.0,SATURDAY,0,0
PUNO,PE-5N,156.0,CHOQUE,7.0,1.0,SATURDAY,0,0
ANCASH,PE-3N,208.0,CHOQUE,22.0,1.0,SATURDAY,1,0
ANCASH,PE-1N,443.0,CHOQUE,3.0,1.0,SATURDAY,0,0
LAMBAYEQUE,PE-1N,775.0,ATROPELLO,9.0,1.0,SATURDAY,0,0
TACNA,PE-1S,1261.0,ESPECIAL,10.0,1.0,SATURDAY,0,0
TACNA,PE-1S,1333.0,CHOQUE,10.0,1.0,SATURDAY,0,0
JUNIN,PE-3N,2.0,CHOQUE,5.0,1.0,SUNDAY,0,0
JUNIN,PE-3S,8.0,CHOQUE,13.0,1.0,SUNDAY,0,0
AREQUIPA,PE-1SD,23.0,DESPISTE,19.0,1.0,SUNDAY,1,0
PUNO,PE-30A,24.0,DESPISTE,5.0,1.0,SUNDAY,0,0
CAJAMARCA,PE-06B,32.0,DESPISTE,12.0,1.0,SUNDAY,0,0
LIMA,PE-22,34.0,CHOQUE,15.0,1.0,SUNDAY,0,0
AREQUIPA,PE-34A,63.0,CHOQUE,16.0,1.0,SUNDAY,0,0
LIMA,PE-1S,88.0,CHOQUE,18.0,1.0,SUNDAY,1,0
LIMA,PE-1S,131.0,ATROPELLO,16.0,1.0,SUNDAY,0,1
ANCASH,PE-3N,150.0,DESPISTE,4.0,1.0,SUNDAY,0,0
UCAYALI,PE-18C,169.0,DESPISTE,17.0,1.0,SUNDAY,0,0
AMAZONAS,PE-5N,243.0,CHOQUE,13.0,1.0,SUNDAY,0,0
ANCASH,PE-1N,286.0,DESPISTE,15.0,1.0,SUNDAY,0,0
ANCASH,PE-14,396.0,DESPISTE,13.0,1.0,SUNDAY,0,0
ANCASH,PE-3N,530.0,DESPISTE,4.0,1.0,SUNDAY,0,0
ANCASH,PE-3N,640.0,DESPISTE,14.0,1.0,SUNDAY,0,0
AREQUIPA,PE-1S,975.0,CHOQUE,7.0,1.0,SUNDAY,0,0
PIURA,PE-1N,1003.0,CHOQUE,10.0,1.0,SUNDAY,0,0
CUSCO,PE-3S,1074.0,DESPISTE,16.0,1.0,SUNDAY,0,0
AREQUIPA,PE-34,47.0,DESPISTE,7.0,1.0,MONDAY,0,0
JUNIN,PE-3N,47.0,DESPISTE,14.0,1.0,MONDAY,0,0
JUNIN,PE-3N,58.0,DESPISTE,14.0,1.0,MONDAY,0,0
LIMA,PE-22,97.0,CHOQUE,3.0,1.0,MONDAY,0,0
LIMA,PE-22,109.0,DESPISTE,12.0,1.0,MONDAY,0,0
LIMA,PE-22,117.0,CHOQUE,3.0,1.0,MONDAY,0,0
LIMA,PE-1S,121.0,DESPISTE,0.0,1.0,MONDAY,0,0
LIMA,PE-1S,135.0,DESPISTE,10.0,1.0,MONDAY,0,0
LIMA,PE-1N,182.0,CHOQUE,19.0,1.0,MONDAY,1,0
ANCASH,PE-1N,340.0,DESPISTE,19.0,1.0,MONDAY,1,1
APURIMAC,PE-3S,397.0,DESPISTE,10.0,1.0,MONDAY,0,0
SAN MARTIN,PE-5N,542.0,DESPISTE,16.0,1.0,MONDAY,0,0
SAN MARTIN,PE-5N,591.0,DESPISTE,6.0,1.0,MONDAY,0,0
AREQUIPA,PE-1S,778.0,DESPISTE,18.0,1.0,MONDAY,1,0
PUNO,PE-3S,1407.0,CHOQUE,14.0,1.0,MONDAY,0,0
AREQUIPA,PE-34E,3.0,DESPISTE,7.0,1.0,TUESDAY,0,0
AREQUIPA,PE-34E,8.0,DESPISTE,17.0,1.0,TUESDAY,0,0
LORETO,LO-103,10.0,ATROPELLO,5.0,1.0,TUESDAY,0,1
LIMA,PE-1S,17.0,CHOQUE,7.0,1.0,TUESDAY,0,0
JUNIN,PE-3SA,30.0,DESPISTE,16.0,1.0,TUESDAY,0,0
LIMA,PE-1S,46.0,DESPISTE,4.0,1.0,TUESDAY,0,0
JUNIN,PE-3S,74.0,DESPISTE,4.0,1.0,TUESDAY,0,0
JUNIN,PE-3S,74.0,DESPISTE,4.0,1.0,TUESDAY,0,0
UCAYALI,PE-18C,77.0,DESPISTE,6.0,1.0,TUESDAY,0,0
LIMA,PE-1S,91.0,CHOQUE,6.0,1.0,TUESDAY,0,0
LIMA,PE-1S,92.0,CHOQUE,7.0,1.0,TUESDAY,0,0
HUANUCO,PE-18A,116.0,ESPECIAL,21.0,1.0,TUESDAY,1,0
LIMA,PE-1N,119.0,CHOQUE,7.0,1.0,TUESDAY,0,0
LIMA,PE-1N,119.0,DESPISTE,6.0,1.0,TUESDAY,0,0
JUNIN,PE-3S,143.0,DESPISTE,1.0,1.0,TUESDAY,0,0
JUNIN,PE-22,161.0,DESPISTE,16.0,1.0,TUESDAY,0,0
HUANCAVELICA,PE-3S,198.0,DESPISTE,13.0,1.0,TUESDAY,0,0
ICA,PE-1S,276.0,CHOQUE,18.0,1.0,TUESDAY,1,0
SAN MARTIN,PE-5N,462.0,CHOQUE,23.0,1.0,TUESDAY,1,1
MADRE DE DIOS,PE-30C,557.0,ATROPELLO,6.0,1.0,TUESDAY,0,1
AREQUIPA,PE-1S,860.0,DESPISTE,6.0,1.0,TUESDAY,0,0
AREQUIPA,PE-1S,860.0,CHOQUE,16.0,1.0,TUESDAY,0,0
CUSCO,N.I.,935.0,CHOQUE,19.0,1.0,TUESDAY,1,0
PUNO,PE-3S,1290.0,CHOQUE,11.0,1.0,TUESDAY,0,1
LORETO,LO-103,5.0,CHOQUE,17.0,1.0,WEDNESDAY,0,0
AREQUIPA,PE-34A,15.0,VOLCADURA,0.0,1.0,WEDNESDAY,0,0
CUSCO,N.I.,18.0,DESPISTE,18.0,1.0,WEDNESDAY,1,0
UCAYALI,PE-5N,56.0,DESPISTE,19.0,1.0,WEDNESDAY,1,1
LIMA,PE-22,81.0,CHOQUE,22.0,1.0,WEDNESDAY,1,0
CUSCO,N.I.,101.0,DESPISTE,9.0,1.0,WEDNESDAY,0,0
LIMA,PE-22,132.0,CHOQUE,19.0,1.0,WEDNESDAY,1,0
JUNIN,PE-22,132.0,CHOQUE,19.0,1.0,WEDNESDAY,1,0
ICA,PE-1S,184.0,CHOQUE,16.0,1.0,WEDNESDAY,0,0
PIURA,PE-1NJ,223.0,CHOQUE,14.0,1.0,WEDNESDAY,0,0
SAN MARTIN,PE-5N,659.0,CHOQUE,21.0,1.0,WEDNESDAY,1,0
TACNA,PE-1S,1307.0,DESPISTE,19.0,1.0,WEDNESDAY,1,0
PUNO,PE-5N,1492.0,CHOQUE,17.0,1.0,WEDNESDAY,0,0
LIMA,PE-1S,11.0,CHOQUE,5.0,1.0,THURSDAY,0,1
PUNO,PE-36B,23.0,DESPISTE,15.0,1.0,THURSDAY,0,1
CUSCO,PE-34J,25.0,CHOQUE,11.0,1.0,THURSDAY,0,0
PIURA,PE-1NJ,28.0,DESPISTE,10.0,1.0,THURSDAY,0,0
PUNO,PE-5N,75.0,DESPISTE,6.0,1.0,THURSDAY,0,0
ICA,PE-1S,206.0,CHOQUE,21.0,1.0,THURSDAY,1,0
ICA,PE-1S,246.0,CHOQUE,17.0,1.0,THURSDAY,0,0
MADRE DE DIOS,PE-30C,264.0,CHOQUE,22.0,1.0,THURSDAY,1,0
AYACUCHO,PE-28A,328.0,CHOQUE,14.0,1.0,THURSDAY,0,1
AREQUIPA,PE-1S,792.0,CHOQUE,4.0,1.0,THURSDAY,0,0
LAMBAYEQUE,PE-1N,820.0,CHOQUE,22.0,1.0,THURSDAY,1,0
MOQUEGUA,PE-1S,1176.0,DESPISTE,10.0,1.0,THURSDAY,0,0
PUNO,PE-3S,1234.0,DESPISTE,15.0,1.0,THURSDAY,0,0
PUNO,PE-1S,1380.0,DESPISTE,14.0,1.0,THURSDAY,0,0
LIMA,PE-1N,8.0,CHOQUE,7.0,1.0,FRIDAY,0,0
CAJAMARCA,PE-06B,40.0,DESPISTE,23.0,1.0,FRIDAY,1,0
LIMA,PE-1S,58.0,CHOQUE,22.0,1.0,FRIDAY,1,0
JUNIN,PE-3N,64.0,CHOQUE,9.0,1.0,FRIDAY,0,0
LIMA,PE-22,85.0,DESPISTE,6.0,1.0,FRIDAY,0,0
LIMA,PE-1N,93.0,CHOQUE,6.0,1.0,FRIDAY,0,0
AYACUCHO,PE-22,126.0,CHOQUE,18.0,1.0,FRIDAY,1,0
PUNO,PE-5N,128.0,DESPISTE,8.0,1.0,FRIDAY,0,0
PUNO,PE-30A,167.0,DESPISTE,14.0,1.0,FRIDAY,0,0
LIMA,PE-1N,180.0,DESPISTE,2.0,1.0,FRIDAY,0,0
LIMA,PE-1N,212.0,CHOQUE,17.0,1.0,FRIDAY,0,0
LIMA,PE-1N,220.0,ESPECIAL,20.0,1.0,FRIDAY,1,0
ICA,PE-1S,227.0,CHOQUE,20.0,1.0,FRIDAY,1,0
PUNO,PE-36A,245.0,DESPISTE,11.0,1.0,FRIDAY,0,0
AMAZONAS,PE-5N,266.0,DESPISTE,2.0,1.0,FRIDAY,0,0
AREQUIPA,PE-1S,580.0,CHOQUE,23.0,1.0,FRIDAY,1,0
PIURA,PE-1N,1078.0,ESPECIAL,12.0,1.0,FRIDAY,0,0
JUNIN,PE-3S,9.0,DESPISTE,5.0,2.0,SATURDAY,0,0
CUSCO,PE-28G,12.0,DESPISTE,17.0,2.0,SATURDAY,0,0
TACNA,PE-36A,24.0,DESPISTE,14.0,2.0,SATURDAY,0,0
CAJAMARCA,PE-06B,76.0,DESPISTE,17.0,2.0,SATURDAY,0,0
JUNIN,PE-3S,91.0,ATROPELLO,19.0,2.0,SATURDAY,1,1
LIMA,PE-22,105.0,DESPISTE,22.0,2.0,SATURDAY,1,0
MOQUEGUA,PE-1S,110.0,CHOQUE,9.0,2.0,SATURDAY,0,0
AYACUCHO,PE-28A,298.0,CHOQUE,18.0,2.0,SATURDAY,1,0
ICA,PE-1S,370.0,CHOQUE,14.0,2.0,SATURDAY,0,1
ICA,PE-1S,478.0,DESPISTE,4.0,2.0,SATURDAY,0,0
AREQUIPA,PE-1S,608.0,DESPISTE,8.0,2.0,SATURDAY,0,0
CUSCO,PE-28B,2.0,CHOQUE,13.0,2.0,SUNDAY,0,0
LA LIBERTAD,PE-10A,6.0,CHOQUE,23.0,2.0,SUNDAY,1,0
LIMA,PE-1S,47.0,CHOQUE,16.0,2.0,SUNDAY,0,0
JUNIN,PE-3N,48.0,DESPISTE,12.0,2.0,SUNDAY,0,0
AREQUIPA,PE-1SD,51.0,CHOQUE,7.0,2.0,SUNDAY,0,1
LIMA,PE-1S,56.0,DESPISTE,8.0,2.0,SUNDAY,0,0
LIMA,PE-1S,70.0,CHOQUE,2.0,2.0,SUNDAY,0,0
LIMA,PE-1S,70.0,CHOQUE,20.0,2.0,SUNDAY,1,0
LIMA,PE-22,81.0,CHOQUE,0.0,2.0,SUNDAY,0,0
CAJAMARCA,PE-08B,96.0,CHOQUE,19.0,2.0,SUNDAY,1,0
JUNIN,PE-22B,97.0,CHOQUE,16.0,2.0,SUNDAY,0,0
LIMA,PE-22,100.0,CHOQUE,15.0,2.0,SUNDAY,0,0
JUNIN,PE-3S,106.0,ATROPELLO,6.0,2.0,SUNDAY,0,1
LIMA,PE-1S,107.0,DESPISTE,11.0,2.0,SUNDAY,0,0
JUNIN,PE-22,138.0,CHOQUE,5.0,2.0,SUNDAY,0,0
MOQUEGUA,PE-1SD,187.0,DESPISTE,19.0,2.0,SUNDAY,1,0
HUANCAVELICA,PE-28A,189.0,DESPISTE,5.0,2.0,SUNDAY,0,0
AMAZONAS,PE-08B,305.0,DESPISTE,11.0,2.0,SUNDAY,0,0
ANCASH,N.I.,447.0,CHOQUE,18.0,2.0,SUNDAY,1,0
SAN MARTIN,PE-5N,535.0,DESPISTE,14.0,2.0,SUNDAY,0,0
AREQUIPA,PE-1S,633.0,DESPISTE,11.0,2.0,SUNDAY,0,0
AREQUIPA,PE-1S,861.0,DESPISTE,14.0,2.0,SUNDAY,0,0
JUNIN,PE-3S,15.0,DESPISTE,8.0,2.0,MONDAY,0,0
PIURA,PE-02,20.0,DESPISTE,19.0,2.0,MONDAY,1,0
LIMA,PE-1S,36.0,DESPISTE,18.0,2.0,MONDAY,1,0
LIMA,PE-1S,76.0,DESPISTE,10.0,2.0,MONDAY,0,1
LIMA,PE-22,100.0,DESPISTE,8.0,2.0,MONDAY,0,1
CUSCO,PE-28B,108.0,DESPISTE,22.0,2.0,MONDAY,1,0
LIMA,PE-22,129.0,CHOQUE,7.0,2.0,MONDAY,0,0
ICA,PE-1S,188.0,DESPISTE,16.0,2.0,MONDAY,0,0
AYACUCHO,PE-28A,265.0,CHOQUE,5.0,2.0,MONDAY,0,0
ANCASH,PE-1N,379.0,DESPISTE,4.0,2.0,MONDAY,0,0
HUANUCO,PE-5N,499.0,CHOQUE,12.0,2.0,MONDAY,0,0
LA LIBERTAD,PE-1N,600.0,CHOQUE,7.0,2.0,MONDAY,0,0
AREQUIPA,PE-1S,1046.0,CHOQUE,0.0,2.0,MONDAY,0,0
PIURA,PE-1NL,1057.0,CHOQUE,8.0,2.0,MONDAY,0,0
HUANUCO,PE-18A,8.0,ATROPELLO,17.0,2.0,TUESDAY,0,0
MOQUEGUA,PE-36,18.0,CHOQUE,7.0,2.0,TUESDAY,0,0
SAN MARTIN,PE-5NB,40.0,CHOQUE,18.0,2.0,TUESDAY,1,0
CUSCO,PE-28F,46.0,DESPISTE,9.0,2.0,TUESDAY,0,0
LIMA,PE-1N,68.0,DESPISTE,15.0,2.0,TUESDAY,0,0
LIMA,PE-22,101.0,ESPECIAL,0.0,2.0,TUESDAY,0,0
HUANCAVELICA,PE-28D,136.0,CHOQUE,5.0,2.0,TUESDAY,0,0
ICA,PE-1S,236.0,ATROPELLO,6.0,2.0,TUESDAY,0,1
PUNO,PE-36A,270.0,ATROPELLO,10.0,2.0,TUESDAY,0,0
PUNO,PE-36A,278.0,DESPISTE,11.0,2.0,TUESDAY,0,0
ANCASH,PE-1N,291.0,DESPISTE,17.0,2.0,TUESDAY,0,1
PUNO,PE-30A,340.0,ATROPELLO,20.0,2.0,TUESDAY,1,1
ICA,PE-1S,475.0,ATROPELLO,4.0,2.0,TUESDAY,0,1
LAMBAYEQUE,PE-1N,834.0,DESPISTE,18.0,2.0,TUESDAY,1,0
CUSCO,PE-3S,1022.0,CHOQUE,15.0,2.0,TUESDAY,0,0
PIURA,PE-1NL,1039.0,CHOQUE,7.0,2.0,TUESDAY,0,0
PUNO,PE-1S,1394.0,ATROPELLO,4.0,2.0,TUESDAY,0,1
CUSCO,N.I.,0.0,CHOQUE,10.0,2.0,WEDNESDAY,0,0
LIMA,PE-22,16.0,ATROPELLO,8.0,2.0,WEDNESDAY,0,1
LIMA,PE-22,22.0,CHOQUE,18.0,2.0,WEDNESDAY,1,0
UCAYALI,PE-18C,86.0,CHOQUE,21.0,2.0,WEDNESDAY,1,0
JUNIN,PE-3S,92.0,DESPISTE,2.0,2.0,WEDNESDAY,0,0
LIMA,PE-1S,126.0,DESPISTE,7.0,2.0,WEDNESDAY,0,0
AMAZONAS,PE-5N,212.0,VOLCADURA,21.0,2.0,WEDNESDAY,1,1
SAN MARTIN,PE-5N,483.0,DESPISTE,2.0,2.0,WEDNESDAY,0,0
LAMBAYEQUE,PE-1N,754.0,DESPISTE,19.0,2.0,WEDNESDAY,1,0
CUSCO,N.I.,940.0,DESPISTE,6.0,2.0,WEDNESDAY,0,0
AREQUIPA,PE-1S,957.0,CHOQUE,6.0,2.0,WEDNESDAY,0,1
PIURA,PE-1NL,1049.0,DESPISTE,8.0,2.0,WEDNESDAY,0,0
CUSCO,PE-3S,1071.0,DESPISTE,11.0,2.0,WEDNESDAY,0,0
PUNO,PE-3S,1214.0,DESPISTE,11.0,2.0,WEDNESDAY,0,0
PIURA,PE-1N,66.0,DESPISTE,19.0,2.0,THURSDAY,1,0
LIMA,PE-22,97.0,DESPISTE,6.0,2.0,THURSDAY,0,1
JUNIN,PE-22,136.0,CHOQUE,23.0,2.0,THURSDAY,1,0
JUNIN,PE-22,155.0,CHOQUE,8.0,2.0,THURSDAY,0,0
AREQUIPA,PE-34A,157.0,CHOQUE,12.0,2.0,THURSDAY,0,0
HUANCAVELICA,PE-28A,165.0,DESPISTE,8.0,2.0,THURSDAY,0,0
ICA,PE-1S,219.0,CHOQUE,2.0,2.0,THURSDAY,0,0
PUNO,PE-34A,235.0,DESPISTE,10.0,2.0,THURSDAY,0,0
MADRE DE DIOS,PE-30C,450.0,CHOQUE,16.0,2.0,THURSDAY,0,1
AREQUIPA,N.I.,587.0,CHOQUE,20.0,2.0,THURSDAY,1,0
APURIMAC,PE-3S,782.0,CHOQUE,17.0,2.0,THURSDAY,0,0
SAN MARTIN,PE-5N,,DESPISTE,15.0,2.0,THURSDAY,0,0
LA LIBERTAD,PE-10A,1.0,CHOQUE,15.0,2.0,FRIDAY,0,1
ANCASH,PE-1N,6.0,CHOQUE,11.0,2.0,FRIDAY,0,1
JUNIN,PE-3SA,9.0,CHOQUE,0.0,2.0,FRIDAY,0,0
ANCASH,AN-110,28.0,DESPISTE,19.0,2.0,FRIDAY,1,0
TACNA,PE-1SD,29.0,DESPISTE,10.0,2.0,FRIDAY,0,0
AREQUIPA,PE-1SE,29.0,DESPISTE,7.0,2.0,FRIDAY,0,0
LIMA,PE-1S,44.0,DESPISTE,6.0,2.0,FRIDAY,0,0
AREQUIPA,PE-1SD,44.0,CHOQUE,5.0,2.0,FRIDAY,0,0
LIMA,PE-1S,85.0,DESPISTE,12.0,2.0,FRIDAY,0,0
JUNIN,PE-3S,98.0,ATROPELLO,11.0,2.0,FRIDAY,0,1
ANCASH,PE-12,118.0,CHOQUE,10.0,2.0,FRIDAY,0,0
MOQUEGUA,PE-1SD,138.0,CHOQUE,19.0,2.0,FRIDAY,1,0
ICA,PE-1S,224.0,CHOQUE,2.0,2.0,FRIDAY,0,0
HUANUCO,PE-5N,258.0,DESPISTE,19.0,2.0,FRIDAY,1,1
ANCASH,N.I.,440.0,CHOQUE,9.0,2.0,FRIDAY,0,0
CUSCO,N.I.,865.0,DESPISTE,12.0,2.0,FRIDAY,0,0
TACNA,PE-1S,1261.0,CHOQUE,5.0,2.0,FRIDAY,0,0
PIURA,PE-1N,24.0,CHOQUE,16.0,2.0,SATURDAY,0,0
AREQUIPA,PE-34A,28.0,CHOQUE,7.0,2.0,SATURDAY,0,0
LIMA,PE-1NE,33.0,DESPISTE,23.0,2.0,SATURDAY,1,0
LIMA,PE-1S,39.0,CHOQUE,11.0,2.0,SATURDAY,0,0
CUSCO,CU-117,44.0,CHOQUE,20.0,2.0,SATURDAY,1,0
LIMA,PE-22,45.0,DESPISTE,9.0,2.0,SATURDAY,0,0
HUANCAVELICA,PE-26B,59.0,CHOQUE,10.0,2.0,SATURDAY,0,0
JUNIN,PE-3N,60.0,CHOQUE,17.0,2.0,SATURDAY,0,0
LIMA,PE-1S,90.0,ATROPELLO,20.0,2.0,SATURDAY,1,0
LIMA,PE-1S,103.0,CHOQUE,3.0,2.0,SATURDAY,0,0
LIMA,PE-22,111.0,CHOQUE,14.0,2.0,SATURDAY,0,0
JUNIN,PE-22,135.0,DESPISTE,1.0,2.0,SATURDAY,0,0
JUNIN,PE-22,152.0,CHOQUE,13.0,2.0,SATURDAY,0,1
TACNA,PE-36A,157.0,DESPISTE,13.0,2.0,SATURDAY,0,0
APURIMAC,PE-30A,182.0,DESPISTE,14.0,2.0,SATURDAY,0,0
LIMA,N.I.,195.0,DESPISTE,2.0,2.0,SATURDAY,0,0
PUNO,PE-34A,203.0,DESPISTE,11.0,2.0,SATURDAY,0,0
APURIMAC,PE-30A,308.0,DESPISTE,6.0,2.0,SATURDAY,0,0
ANCASH,PE-1N,374.0,CHOQUE,5.0,2.0,SATURDAY,0,0
HUANUCO,PE-1S,516.0,CHOQUE,6.0,2.0,SATURDAY,0,1
AREQUIPA,PE-1S,668.0,DESPISTE,4.0,2.0,SATURDAY,0,0
AREQUIPA,PE-1S,716.0,CHOQUE,13.0,2.0,SATURDAY,0,0
LAMBAYEQUE,PE-1N,819.0,CHOQUE,22.0,2.0,SATURDAY,1,0
CUSCO,PE-3S,879.0,DESPISTE,17.0,2.0,SATURDAY,0,0
AREQUIPA,PE-1S,931.0,DESPISTE,20.0,2.0,SATURDAY,1,0
PIURA,PE-02A,3.0,DESPISTE,5.0,2.0,SUNDAY,0,0
CUSCO,PE-30,3.0,CHOQUE,18.0,2.0,SUNDAY,1,0
LORETO,LO-103,5.0,CHOQUE,17.0,2.0,SUNDAY,0,0
LORETO,LO-103,12.0,DESPISTE,17.0,2.0,SUNDAY,0,0
TACNA,MO-108,14.0,DESPISTE,16.0,2.0,SUNDAY,0,0
LIMA,PE-1S,24.0,CHOQUE,17.0,2.0,SUNDAY,0,0
LIMA,PE-20A,27.0,DESPISTE,12.0,2.0,SUNDAY,0,0
LIMA,PE-1N,47.0,ATROPELLO,1.0,2.0,SUNDAY,0,0
LIMA,PE-1S,56.0,ATROPELLO,22.0,2.0,SUNDAY,1,1
LIMA,PE-22,65.0,CHOQUE,23.0,2.0,SUNDAY,1,0
CAJAMARCA,PE-06B,67.0,DESPISTE,2.0,2.0,SUNDAY,0,0
CUSCO,PE-28B,68.0,CHOQUE,16.0,2.0,SUNDAY,0,0
CUSCO,PE-28B,68.0,CHOQUE,14.0,2.0,SUNDAY,0,0
