departamento,codigo_via,kilometro,modalidad,hora_siniestro,mes,dia_semana,es_noche,fatal
ICA,PE-1S,358.0,CHOQUE,16.0,7.0,SATURDAY,0,0
LA LIBERTAD,PE-1N,680.0,CHOQUE,13.0,7.0,SATURDAY,0,1
LAMBAYEQUE,PE-1N,812.0,ATROPELLO,1.0,7.0,SATURDAY,0,0
PIURA,PE-1N,3.0,ATROPELLO,16.0,8.0,SUNDAY,0,1
AREQUIPA,AR-109,6.0,CHOQUE,17.0,8.0,SUNDAY,0,0
CAJAMARCA,PE-3N,9.0,DESPISTE,7.0,8.0,SUNDAY,0,0
CAJAMARCA,PE-5N,13.0,DESPISTE,17.0,8.0,SUNDAY,0,0
LIMA,PE-1S,28.0,DESPISTE,6.0,8.0,SUNDAY,0,0
LORETO,LO-103,37.0,ATROPELLO,3.0,8.0,SUNDAY,0,0
AREQUIPA,AR-109,44.0,DESPISTE,14.0,8.0,SUNDAY,0,0
CAJAMARCA,PE-08,56.0,DESPISTE,13.0,8.0,SUNDAY,0,1
JUNIN,PE-3N,56.0,DESPISTE,11.0,8.0,SUNDAY,0,0
UCAYALI,PE-18C,58.0,DESPISTE,6.0,8.0,SUNDAY,0,1
CAJAMARCA,PE-08,58.0,CHOQUE,18.0,8.0,SUNDAY,1,0
LAMBAYEQUE,PE-1NJ,66.0,CHOQUE,17.0,8.0,SUNDAY,0,0
JUNIN,PE-3N,71.0,DESPISTE,12.0,8.0,SUNDAY,0,0
JUNIN,PE-3N,72.0,CHOQUE,16.0,8.0,SUNDAY,0,0
JUNIN,PE-3S,76.0,DESPISTE,23.0,8.0,SUNDAY,1,0
LIMA,PE-22,80.0,CHOQUE,17.0,8.0,SUNDAY,0,0
JUNIN,PE-5S,83.0,DESPISTE,22.0,8.0,SUNDAY,1,0
LIMA,PE-1S,98.0,CHOQUE,12.0,8.0,SUNDAY,0,0
LIMA,PE-22,106.0,DESPISTE,15.0,8.0,SUNDAY,0,0
JUNIN,PE-3SB,115.0,CHOQUE,15.0,8.0,SUNDAY,0,0
CAJAMARCA,PE-08B,126.0,DESPISTE,6.0,8.0,SUNDAY,0,0
LIMA,PE-22,130.0,CHOQUE,6.0,8.0,SUNDAY,0,0
PASCO,PE-3N,138.0,CHOQUE,17.0,8.0,SUNDAY,0,0
ANCASH,PE-3N,152.0,CHOQUE,5.0,8.0,SUNDAY,0,0
HUANCAVELICA,PE-3S,162.0,CHOQUE,18.0,8.0,SUNDAY,1,0
CUSCO,PE-28B,177.0,CHOQUE,11.0,8.0,SUNDAY,0,0
ICA,PE-1S,245.0,CHOQUE,20.0,8.0,SUNDAY,1,0
MADRE DE DIOS,PE-30C,276.0,CHOQUE,17.0,8.0,SUNDAY,0,0
MADRE DE DIOS,PE-30C,324.0,ATROPELLO,0.0,8.0,SUNDAY,0,0
UCAYALI,PE-5N,355.0,CHOQUE,17.0,8.0,SUNDAY,0,0
ANCASH,PE-1N,409.0,DESPISTE,10.0,8.0,SUNDAY,0,0
SAN MARTIN,PE-5N,492.0,CHOQUE,22.0,8.0,SUNDAY,1,0
SAN MARTIN,PE-5N,630.0,CHOQUE,22.0,8.0,SUNDAY,1,0
LAMBAYEQUE,PE-1N,812.0,ATROPELLO,1.0,8.0,SUNDAY,0,1
PIURA,PE-1N,906.0,DESPISTE,12.0,8.0,SUNDAY,0,0
AREQUIPA,PE-1S,973.0,CHOQUE,19.0,8.0,SUNDAY,1,0
AREQUIPA,PE-34,8.0,DESPISTE,13.0,8.0,MONDAY,0,0
LIMA,PE-22,14.0,CHOQUE,7.0,8.0,MONDAY,0,0
LIMA,PE-1S,50.0,DESPISTE,17.0,8.0,MONDAY,0,1
CAJAMARCA,PE-08,56.0,DESPISTE,1.0,8.0,MONDAY,0,0
HUANUCO,PE-5N,62.0,CHOQUE,18.0,8.0,MONDAY,1,0
LIMA,PE-1N,74.0,CHOQUE,10.0,8.0,MONDAY,0,0
LIMA,PE-1N,80.0,CHOQUE,5.0,8.0,MONDAY,0,1
AREQUIPA,PE-34A,84.0,DESPISTE,16.0,8.0,MONDAY,0,0
LIMA,PE-22,106.0,DESPISTE,22.0,8.0,MONDAY,1,0
LIMA,PE-1S,109.0,CHOQUE,0.0,8.0,MONDAY,0,0
JUNIN,PE-3SB,112.0,CHOQUE,18.0,8.0,MONDAY,1,0
HUANUCO,PE-18A,117.0,DESPISTE,22.0,8.0,MONDAY,1,0
AREQUIPA,PE-34A,128.0,CHOQUE,9.0,8.0,MONDAY,0,0
PUNO,PE-34B,170.0,DESPISTE,10.0,8.0,MONDAY,0,1
CAJAMARCA,PE-5N,193.0,CHOQUE,11.0,8.0,MONDAY,0,0
LIMA,PE-1N,207.0,DESPISTE,17.0,8.0,MONDAY,0,0
MOQUEGUA,PE-1SD,209.0,DESPISTE,7.0,8.0,MONDAY,0,0
MADRE DE DIOS,PE-30C,385.0,CHOQUE,21.0,8.0,MONDAY,1,0
AREQUIPA,PE-1S,655.0,CHOQUE,13.0,8.0,MONDAY,0,0
LA LIBERTAD,PE-1N,725.0,DESPISTE,20.0,8.0,MONDAY,1,0
PIURA,PE-1N,1022.0,CHOQUE,7.0,8.0,MONDAY,0,1
PIURA,PE-1NL,1081.0,CHOQUE,7.0,8.0,MONDAY,0,0
PIURA,PE-1NL,1121.0,VOLCADURA,20.0,8.0,MONDAY,1,0
MOQUEGUA,PE-1S,1152.0,DESPISTE,19.0,8.0,MONDAY,1,0
PIURA,PE-02A,4.0,DESPISTE,7.0,8.0,TUESDAY,0,0
LIMA,PE-22,87.0,DESPISTE,3.0,8.0,TUESDAY,0,0
HUANUCO,PE-18A,105.0,DESPISTE,5.0,8.0,TUESDAY,0,0
ANCASH,PE-3N,135.0,CHOQUE,19.0,8.0,TUESDAY,1,0
UCAYALI,PE-5N,145.0,DESPISTE,13.0,8.0,TUESDAY,0,0
JUNIN,PE-22,153.0,DESPISTE,15.0,8.0,TUESDAY,0,0
LIMA,PE-1N,158.0,CHOQUE,7.0,8.0,TUESDAY,0,0
CUSCO,PE-28B,166.0,CHOQUE,17.0,8.0,TUESDAY,0,0
PUNO,PE-34A,234.0,DESPISTE,12.0,8.0,TUESDAY,0,0
PUNO,PE-34A,242.0,DESPISTE,13.0,8.0,TUESDAY,0,0
ICA,PE-1S,280.0,DESPISTE,19.0,8.0,TUESDAY,1,0
MADRE DE DIOS,PE-30C,291.0,CHOQUE,21.0,8.0,TUESDAY,1,0
ANCASH,PE-1N,375.0,CHOQUE,18.0,8.0,TUESDAY,1,0
SAN MARTIN,PE-5N,420.0,CHOQUE,22.0,8.0,TUESDAY,1,0
SAN MARTIN,PE-5N,642.0,DESPISTE,10.0,8.0,TUESDAY,0,0
CUSCO,PE-3S,889.0,DESPISTE,17.0,8.0,TUESDAY,0,0
PIURA,PE-1N,891.0,DESPISTE,8.0,8.0,TUESDAY,0,0
TACNA,PE-1S,1280.0,DESPISTE,17.0,8.0,TUESDAY,0,0
AREQUIPA,AR-106,0.0,VOLCADURA,4.0,8.0,WEDNESDAY,0,0
PUNO,PE-3SG,3.0,CHOQUE,18.0,8.0,WEDNESDAY,1,0
PUNO,PE-34B,10.0,CHOQUE,10.0,8.0,WEDNESDAY,0,0
LIMA,PE-1N,70.0,DESPISTE,10.0,8.0,WEDNESDAY,0,0
LIMA,PE-1N,77.0,CHOQUE,7.0,8.0,WEDNESDAY,0,0
PIURA,PE-1N,86.0,CHOQUE,17.0,8.0,WEDNESDAY,0,0
LIMA,PE-22,108.0,DESPISTE,22.0,8.0,WEDNESDAY,1,0
MOQUEGUA,PE-36A,124.0,DESPISTE,4.0,8.0,WEDNESDAY,0,0
UCAYALI,PE-18C,147.0,CHOQUE,19.0,8.0,WEDNESDAY,1,0
AREQUIPA,PE-34A,153.0,CHOQUE,8.0,8.0,WEDNESDAY,0,0
AREQUIPA,PE-34A,153.0,CHOQUE,8.0,8.0,WEDNESDAY,0,0
HUANCAVELICA,PE-28A,161.0,DESPISTE,23.0,8.0,WEDNESDAY,1,0
AREQUIPA,PE-34A,168.0,CHOQUE,5.0,8.0,WEDNESDAY,0,0
HUANUCO,PE-3N,240.0,DESPISTE,20.0,8.0,WEDNESDAY,1,0
SAN MARTIN,PE-5N,406.0,ESPECIAL,17.0,8.0,WEDNESDAY,0,0
LAMBAYEQUE,PE-1N,861.0,CHOQUE,6.0,8.0,WEDNESDAY,0,1
MOQUEGUA,PE-1S,1153.0,CHOQUE,11.0,8.0,WEDNESDAY,0,0
MOQUEGUA,PE-36A,40.0,DESPISTE,7.0,8.0,THURSDAY,0,0
ANCASH,PE-16,120.0,CHOQUE,20.0,8.0,THURSDAY,1,1
LIMA,PE-1S,141.0,DESPISTE,10.0,8.0,THURSDAY,0,0
PASCO,PE-5N,153.0,CHOQUE,20.0,8.0,THURSDAY,1,0
ICA,PE-1S,186.0,DESPISTE,11.0,8.0,THURSDAY,0,0
TUMBES,PE-1N,268.0,CHOQUE,9.0,8.0,THURSDAY,0,0
AMAZONAS,PE-08B,317.0,CHOQUE,19.0,8.0,THURSDAY,1,0
APURIMAC,PE-30A,395.0,DESPISTE,10.0,8.0,THURSDAY,0,0
LA LIBERTAD,PE-1N,575.0,ATROPELLO,19.0,8.0,THURSDAY,1,1
LAMBAYEQUE,PE-1N,863.0,CHOQUE,9.0,8.0,THURSDAY,0,0
AREQUIPA,PE-34C,2.0,DESPISTE,14.0,8.0,FRIDAY,0,0
LIMA,PE-16,24.0,CHOQUE,12.0,8.0,FRIDAY,0,1
MOQUEGUA,PE-1SD,27.0,CHOQUE,20.0,8.0,FRIDAY,1,0
JUNIN,PE-3N,28.0,DESPISTE,13.0,8.0,FRIDAY,0,0
LIMA,PE-22,53.0,DESPISTE,4.0,8.0,FRIDAY,0,0
JUNIN,PE-3N,80.0,DESPISTE,6.0,8.0,FRIDAY,0,1
CUSCO,PE-28B,82.0,CHOQUE,11.0,8.0,FRIDAY,0,1
AREQUIPA,PE-34A,136.0,CHOQUE,11.0,8.0,FRIDAY,0,0
ICA,PE-1S,198.0,CHOQUE,19.0,8.0,FRIDAY,1,0
ANCASH,PE-1N,240.0,DESPISTE,5.0,8.0,FRIDAY,0,1
APURIMAC,PE-30A,349.0,CHOQUE,16.0,8.0,FRIDAY,0,0
HUANUCO,PE-5N,499.0,CHOQUE,10.0,8.0,FRIDAY,0,0
CUSCO,PE-3S,1093.0,ATROPELLO,14.0,8.0,FRIDAY,0,0
MOQUEGUA,PE-1S,1114.0,DESPISTE,15.0,8.0,FRIDAY,0,0
PUNO,PE-3S,1368.0,CHOQUE,20.0,8.0,FRIDAY,1,0
AMAZONAS,PE-5NC,3.0,CHOQUE,14.0,8.0,SATURDAY,0,1
CAJAMARCA,PE-5N,25.0,DESPISTE,21.0,8.0,SATURDAY,1,0
LIMA,PE-1S,36.0,CHOQUE,19.0,8.0,SATURDAY,1,0
LIMA,PE-1N,59.0,DESPISTE,9.0,8.0,SATURDAY,0,0
AREQUIPA,AR-109,62.0,DESPISTE,17.0,8.0,SATURDAY,0,0
LIMA,PE-1S,73.0,CHOQUE,16.0,8.0,SATURDAY,0,0
LIMA,PE-1N,86.0,CHOQUE,10.0,8.0,SATURDAY,0,0
ICA,PE-1S,192.0,DESPISTE,13.0,8.0,SATURDAY,0,0
HUANUCO,PE-3N,199.0,VOLCADURA,13.0,8.0,SATURDAY,0,0
AMAZONAS,PE-5N,213.0,CHOQUE,9.0,8.0,SATURDAY,0,1
ANCASH,PE-1N,330.0,DESPISTE,4.0,8.0,SATURDAY,0,0
ANCASH,PE-1N,344.0,DESPISTE,6.0,8.0,SATURDAY,0,0
SAN MARTIN,PE-5N,401.0,DESPISTE,11.0,8.0,SATURDAY,0,0
MADRE DE DIOS,PE-30C,416.0,CHOQUE,21.0,8.0,SATURDAY,1,0
APURIMAC,PE-30A,423.0,CHOQUE,7.0,8.0,SATURDAY,0,0
ICA,PE-1S,468.0,CHOQUE,19.0,8.0,SATURDAY,1,0
AREQUIPA,PE-1S,509.0,CHOQUE,20.0,8.0,SATURDAY,1,0
AREQUIPA,PE-1S,553.0,DESPISTE,14.0,8.0,SATURDAY,0,1
ANCASH,PE-3N,598.0,CHOQUE,6.0,8.0,SATURDAY,0,0
ANCASH,PE-3N,613.0,CHOQUE,18.0,8.0,SATURDAY,1,0
AREQUIPA,PE-1S,704.0,CHOQUE,19.0,8.0,SATURDAY,1,0
LA LIBERTAD,PE-1N,721.0,DESPISTE,3.0,8.0,SATURDAY,0,0
LAMBAYEQUE,PE-1N,827.0,CHOQUE,3.0,8.0,SATURDAY,0,0
LAMBAYEQUE,PE-1N,857.0,CHOQUE,21.0,8.0,SATURDAY,1,0
CUSCO,PE-3S,1020.0,DESPISTE,20.0,8.0,SATURDAY,1,0
CAJAMARCA,PE-3N,4.0,DESPISTE,17.0,8.0,SUNDAY,0,0
PUNO,PE-34H,14.0,CHOQUE,21.0,8.0,SUNDAY,1,0
CUSCO,PE-28F,40.0,DESPISTE,14.0,8.0,SUNDAY,0,0
LIMA,PE-1S,56.0,ATROPELLO,19.0,8.0,SUNDAY,1,0
LAMBAYEQUE,PE-1NJ,67.0,CHOQUE,15.0,8.0,SUNDAY,0,0
LIMA,PE-1S,69.0,CHOQUE,21.0,8.0,SUNDAY,1,0
HUANUCO,PE-18A,70.0,DESPISTE,13.0,8.0,SUNDAY,0,0
LIMA,PE-1N,74.0,CHOQUE,8.0,8.0,SUNDAY,0,0
AREQUIPA,PE-34A,82.0,DESPISTE,5.0,8.0,SUNDAY,0,0
LIMA,PE-1S,91.0,DESPISTE,2.0,8.0,SUNDAY,0,0
CAJAMARCA,PE-08,110.0,DESPISTE,20.0,8.0,SUNDAY,1,0
AREQUIPA,PE-34A,121.0,CHOQUE,7.0,8.0,SUNDAY,0,0
PASCO,PE-3N,149.0,DESPISTE,0.0,8.0,SUNDAY,0,0
CAJAMARCA,PE-08,158.0,CHOQUE,22.0,8.0,SUNDAY,1,0
AREQUIPA,PE-34A,179.0,DESPISTE,19.0,8.0,SUNDAY,1,0
PIURA,PE-1NJ,181.0,CHOQUE,5.0,8.0,SUNDAY,0,0
SAN MARTIN,PE-5N,590.0,CHOQUE,23.0,8.0,SUNDAY,1,1
AREQUIPA,PE-1S,609.0,DESPISTE,9.0,8.0,SUNDAY,0,0
ANCASH,PE-3N,643.0,CHOQUE,21.0,8.0,SUNDAY,1,0
LAMBAYEQUE,PE-1N,856.0,DESPISTE,7.0,8.0,SUNDAY,0,0
LAMBAYEQUE,PE-1N,876.0,DESPISTE,9.0,8.0,SUNDAY,0,0
MOQUEGUA,PE-1S,1190.0,CHOQUE,17.0,8.0,SUNDAY,0,0
LIMA,PE-1N,4.0,DESPISTE,17.0,8.0,MONDAY,0,0
JUNIN,PE-3S,30.0,CHOQUE,14.0,8.0,MONDAY,0,0
LAMBAYEQUE,PE-1NJ,47.0,CHOQUE,19.0,8.0,MONDAY,1,0
LIMA,PE-1N,57.0,DESPISTE,8.0,8.0,MONDAY,0,0
LIMA,PE-1S,71.0,DESPISTE,17.0,8.0,MONDAY,0,0
JUNIN,PE-3N,72.0,CHOQUE,12.0,8.0,MONDAY,0,0
LIMA,PE-22,74.0,CHOQUE,16.0,8.0,MONDAY,0,0
CAJAMARCA,PE-3N,75.0,DESPISTE,14.0,8.0,MONDAY,0,0
ANCASH,PE-16,85.0,DESPISTE,8.0,8.0,MONDAY,0,0
PASCO,PE-3N,90.0,CHOQUE,10.0,8.0,MONDAY,0,0
PASCO,PE-3N,90.0,CHOQUE,10.0,8.0,MONDAY,0,0
PUNO,PE-34B,138.0,ATROPELLO,19.0,8.0,MONDAY,1,1
JUNIN,PE-22,141.0,CHOQUE,14.0,8.0,MONDAY,0,0
CAJAMARCA,PE-08,163.0,DESPISTE,18.0,8.0,MONDAY,1,0
PUNO,PE-34A,206.0,DESPISTE,12.0,8.0,MONDAY,0,0
MOQUEGUA,PE-1SD,210.0,DESPISTE,6.0,8.0,MONDAY,0,0
ANCASH,PE-1N,353.0,DESPISTE,12.0,8.0,MONDAY,0,0
AMAZONAS,PE-08B,393.0,CHOQUE,16.0,8.0,MONDAY,0,1
ICA,PE-1S,465.0,CHOQUE,21.0,8.0,MONDAY,1,1
SAN MARTIN,PE-5N,531.0,DESPISTE,8.0,8.0,MONDAY,0,0
ANCASH,PE-3N,598.0,VOLCADURA,6.0,8.0,MONDAY,0,0
AREQUIPA,PE-1S,1034.0,CHOQUE,8.0,8.0,MONDAY,0,0
HUANCAVELICA,PE-3SD,2.0,DESPISTE,15.0,8.0,TUESDAY,0,0
CALLAO,PE-20,6.0,CHOQUE,11.0,8.0,TUESDAY,0,0
JUNIN,PE-3S,29.0,CHOQUE,10.0,8.0,TUESDAY,0,0
LIMA,PE-1N,53.0,DESPISTE,8.0,8.0,TUESDAY,0,0
LIMA,PE-22,56.0,DESPISTE,19.0,8.0,TUESDAY,1,0
AREQUIPA,PE-34A,69.0,CHOQUE,13.0,8.0,TUESDAY,0,0
JUNIN,PE-5S,80.0,CHOQUE,19.0,8.0,TUESDAY,1,0
LIMA,PE-1S,104.0,DESPISTE,1.0,8.0,TUESDAY,0,0
AREQUIPA,PE-34A,121.0,CHOQUE,14.0,8.0,TUESDAY,0,1
ICA,PE-1S,199.0,CHOQUE,14.0,8.0,TUESDAY,0,0
PUNO,PE-34A,227.0,DESPISTE,15.0,8.0,TUESDAY,0,0
PUNO,PE-34A,285.0,CHOQUE,5.0,8.0,TUESDAY,0,0
ANCASH,PE-1N,298.0,CHOQUE,8.0,8.0,TUESDAY,0,0
MADRE DE DIOS,PE-30C,322.0,CHOQUE,15.0,8.0,TUESDAY,0,0
APURIMAC,PE-30A,334.0,DESPISTE,20.0,8.0,TUESDAY,1,0
AMAZONAS,PE-5N,365.0,CHOQUE,15.0,8.0,TUESDAY,0,0
APURIMAC,PE-30A,367.0,DESPISTE,10.0,8.0,TUESDAY,0,0
MADRE DE DIOS,PE-30C,390.0,CHOQUE,6.0,8.0,TUESDAY,0,0
ANCASH,PE-1N,399.0,CHOQUE,19.0,8.0,TUESDAY,1,0
AREQUIPA,PE-1S,883.0,CHOQUE,12.0,8.0,TUESDAY,0,1
CUSCO,PE-3S,1020.0,DESPISTE,3.0,8.0,TUESDAY,0,0
PUNO,PE-3S,1353.0,CHOQUE,3.0,8.0,TUESDAY,0,0
SAN MARTIN,PE-5NB,12.0,CHOQUE,15.0,8.0,WEDNESDAY,0,0
LIMA,PE-1NA,59.0,CHOQUE,8.0,8.0,WEDNESDAY,0,0
JUNIN,PE-5S,76.0,DESPISTE,6.0,8.0,WEDNESDAY,0,0
LIMA,PE-1N,80.0,CHOQUE,20.0,8.0,WEDNESDAY,1,0
JUNIN,PE-22B,102.0,ATROPELLO,10.0,8.0,WEDNESDAY,0,0
LIMA,PE-1S,114.0,DESPISTE,7.0,8.0,WEDNESDAY,0,0
AREQUIPA,PE-34A,121.0,CHOQUE,19.0,8.0,WEDNESDAY,1,0
AMAZONAS,PE-5N,287.0,DESPISTE,18.0,8.0,WEDNESDAY,1,0
AMAZONAS,PE-5N,297.0,DESPISTE,10.0,8.0,WEDNESDAY,0,0
AMAZONAS,PE-08B,321.0,CHOQUE,11.0,8.0,WEDNESDAY,0,0
PIURA,PE-1NL,1045.0,CHOQUE,9.0,8.0,WEDNESDAY,0,0
TACNA,PE-1S,1249.0,DESPISTE,17.0,8.0,WEDNESDAY,0,0
ANCASH,PE-3N,4.0,CHOQUE,23.0,8.0,THURSDAY,1,0
LIMA,PE-16,31.0,ATROPELLO,1.0,8.0,THURSDAY,0,1
AREQUIPA,PE-34A,68.0,CHOQUE,19.0,8.0,THURSDAY,1,0
JUNIN,PE-22B,102.0,DESPISTE,22.0,8.0,THURSDAY,1,0
JUNIN,PE-22B,102.0,CHOQUE,6.0,8.0,THURSDAY,0,0
PIURA,PE-1NJ,222.0,DESPISTE,19.0,8.0,THURSDAY,1,0
MADRE DE DIOS,PE-30C,271.0,CHOQUE,8.0,8.0,THURSDAY,0,0
ANCASH,PE-1N,331.0,CHOQUE,2.0,8.0,THURSDAY,0,1
SAN MARTIN,PE-5N,576.0,CHOQUE,12.0,8.0,THURSDAY,0,0
JUNIN,PE-3S,31.0,ESPECIAL,5.0,8.0,FRIDAY,0,0
JUNIN,PE-3N,34.0,DESPISTE,5.0,8.0,FRIDAY,0,0
LIMA,PE-22,47.0,DESPISTE,21.0,8.0,FRIDAY,1,0
AREQUIPA,AR-105,50.0,DESPISTE,11.0,8.0,FRIDAY,0,0
JUNIN,PE-3S,52.0,CHOQUE,11.0,8.0,FRIDAY,0,0
JUNIN,PE-3N,53.0,CHOQUE,14.0,8.0,FRIDAY,0,0
LIMA,PE-1S,80.0,DESPISTE,6.0,8.0,FRIDAY,0,0
AREQUIPA,PE-34A,84.0,DESPISTE,23.0,8.0,FRIDAY,1,0
PUNO,PE-34A,278.0,CHOQUE,16.0,8.0,FRIDAY,0,0
ICA,PE-1S,280.0,DESPISTE,21.0,8.0,FRIDAY,1,0
ANCASH,PE-1N,349.0,DESPISTE,8.0,8.0,FRIDAY,0,0
SAN MARTIN,PE-5N,385.0,DESPISTE,4.0,8.0,FRIDAY,0,1
ANCASH,PE-1N,436.0,CHOQUE,8.0,8.0,FRIDAY,0,0
LA LIBERTAD,PE-1N,450.0,CHOQUE,19.0,8.0,FRIDAY,1,1
HUANUCO,PE-5N,462.0,DESPISTE,14.0,8.0,FRIDAY,0,0
LA LIBERTAD,PE-1N,532.0,CHOQUE,19.0,8.0,FRIDAY,1,0
LA LIBERTAD,PE-1N,731.0,CHOQUE,21.0,8.0,FRIDAY,1,0
PUNO,PE-3SG,2.0,CHOQUE,21.0,8.0,SATURDAY,1,0
UCAYALI,PE-18C,4.0,CHOQUE,17.0,8.0,SATURDAY,0,0
LIMA,PE-20A,5.0,CHOQUE,17.0,8.0,SATURDAY,0,0
AREQUIPA,PE-34J,9.0,DESPISTE,8.0,8.0,SATURDAY,0,1
LIMA,PE-1S,61.0,CHOQUE,1.0,8.0,SATURDAY,0,0
LIMA,PE-1S,73.0,CHOQUE,0.0,8.0,SATURDAY,0,0
LIMA,PE-1S,104.0,ATROPELLO,2.0,8.0,SATURDAY,0,0
AYACUCHO,PE-28B,137.0,CHOQUE,11.0,8.0,SATURDAY,0,0
AYACUCHO,PE-28A,232.0,DESPISTE,6.0,8.0,SATURDAY,0,1
PUNO,PE-34A,244.0,DESPISTE,6.0,8.0,SATURDAY,0,0
PUNO,PE-36A,275.0,ATROPELLO,6.0,8.0,SATURDAY,0,1
ANCASH,PE-1N,352.0,CHOQUE,6.0,8.0,SATURDAY,0,0
AREQUIPA,PE-1S,593.0,VOLCADURA,2.0,8.0,SATURDAY,0,0
PIURA,PE-1N,1010.0,CHOQUE,10.0,8.0,SATURDAY,0,1
PIURA,PE-1NL,1089.0,CHOQUE,8.0,8.0,SATURDAY,0,0
CUSCO,PE-3S,1107.0,CHOQUE,6.0,8.0,SATURDAY,0,0
JUNIN,PE-5N,5.0,CHOQUE,17.0,8.0,SUNDAY,0,0
AMAZONAS,PE-08C,12.0,CHOQUE,18.0,8.0,SUNDAY,1,0
LAMBAYEQUE,PE-06A,27.0,DESPISTE,10.0,8.0,SUNDAY,0,0
LAMBAYEQUE,PE-06A,48.0,DESPISTE,20.0,8.0,SUNDAY,1,0
LIMA,PE-1S,63.0,CHOQUE,12.0,8.0,SUNDAY,0,0
LIMA,PE-22,81.0,DESPISTE,8.0,8.0,SUNDAY,0,0
AREQUIPA,PE-34A,101.0,CHOQUE,6.0,8.0,SUNDAY,0,1
LIMA,PE-22,112.0,DESPISTE,18.0,8.0,SUNDAY,1,0
LIMA,PE-1S,116.0,DESPISTE,20.0,8.0,SUNDAY,1,0
LIMA,PE-1N,127.0,DESPISTE,15.0,8.0,SUNDAY,0,0
AREQUIPA,PE-34A,128.0,DESPISTE,4.0,8.0,SUNDAY,0,0
ICA,PE-1S,240.0,ESPECIAL,22.0,8.0,SUNDAY,1,0
PUNO,PE-34A,257.0,DESPISTE,6.0,8.0,SUNDAY,0,0
AMAZONAS,PE-08B,322.0,DESPISTE,10.0,8.0,SUNDAY,0,0
APURIMAC,PE-30A,410.0,DESPISTE,12.0,8.0,SUNDAY,0,1
MADRE DE DIOS,PE-30C,422.0,DESPISTE,6.0,8.0,SUNDAY,0,0
MADRE DE DIOS,PE-30C,432.0,DESPISTE,10.0,8.0,SUNDAY,0,0
ICA,PE-1S,447.0,CHOQUE,12.0,8.0,SUNDAY,0,0
LA LIBERTAD,PE-1N,599.0,CHOQUE,12.0,8.0,SUNDAY,0,1
AREQUIPA,PE-1S,609.0,DESPISTE,21.0,8.0,SUNDAY,1,0
SAN MARTIN,PE-5N,752.0,CHOQUE,22.0,8.0,SUNDAY,1,0
AMAZONAS,AM-518,0.0,DESPISTE,7.0,8.0,MONDAY,0,0
PIURA,PE-1N,3.0,ATROPELLO,21.0,8.0,MONDAY,1,1
CAJAMARCA,PE-08B,3.0,CHOQUE,18.0,8.0,MONDAY,1,0
PIURA,PE-1N,25.0,CHOQUE,17.0,8.0,MONDAY,0,1
LIMA,PE-1S,29.0,CHOQUE,10.0,8.0,MONDAY,0,0
MOQUEGUA,PE-36,34.0,DESPISTE,7.0,8.0,MONDAY,0,0
UCAYALI,PE-18C,54.0,DESPISTE,19.0,8.0,MONDAY,1,0
UCAYALI,PE-5N,87.0,CHOQUE,8.0,8.0,MONDAY,0,0
LIMA,PE-22,104.0,CHOQUE,4.0,8.0,MONDAY,0,0
LIMA,PE-1S,106.0,DESPISTE,0.0,8.0,MONDAY,0,0
JUNIN,PE-3SB,107.0,CHOQUE,11.0,8.0,MONDAY,0,0
HUANUCO,PE-3N,189.0,CHOQUE,4.0,8.0,MONDAY,0,0
ICA,PE-1S,245.0,CHOQUE,6.0,8.0,MONDAY,0,0
HUANUCO,PE-14A,431.0,DESPISTE,15.0,8.0,MONDAY,0,0
PUNO,PE-3S,1291.0,VOLCADURA,17.0,8.0,MONDAY,0,0
AREQUIPA,PE-34A,2.0,CHOQUE,20.0,8.0,TUESDAY,1,0
LIMA,PE-22,79.0,CHOQUE,11.0,8.0,TUESDAY,0,0
LIMA,PE-1N,103.0,DESPISTE,7.0,8.0,TUESDAY,0,1
LIMA,PE-1N,103.0,ESPECIAL,7.0,8.0,TUESDAY,0,1
LIMA,PE-22,112.0,CHOQUE,13.0,8.0,TUESDAY,0,0
PIURA,PE-1NJ,189.0,CHOQUE,8.0,8.0,TUESDAY,0,0
PUNO,PE-34A,246.0,DESPISTE,8.0,8.0,TUESDAY,0,0
ANCASH,PE-1N,423.0,CHOQUE,22.0,8.0,TUESDAY,1,0
SAN MARTIN,PE-5N,687.0,CHOQUE,6.0,8.0,TUESDAY,0,0
PIURA,PE-1N,973.0,CHOQUE,23.0,8.0,TUESDAY,1,0
PUNO,PE-36B,83.0,DESPISTE,11.0,8.0,WEDNESDAY,0,0
LAMBAYEQUE,PE-1NJ,126.0,CHOQUE,6.0,8.0,WEDNESDAY,0,1
LIMA,PE-1N,165.0,CHOQUE,10.0,8.0,WEDNESDAY,0,0
ANCASH,PE-14C,187.0,DESPISTE,10.0,8.0,WEDNESDAY,0,0
AMAZONAS,PE-5N,262.0,CHOQUE,19.0,8.0,WEDNESDAY,1,0
APURIMAC,PE-30A,337.0,CHOQUE,6.0,8.0,WEDNESDAY,0,0
AREQUIPA,PE-34C,2.0,CHOQUE,12.0,8.0,THURSDAY,0,0
JUNIN,PE-3S,64.0,CHOQUE,16.0,8.0,THURSDAY,0,0
LAMBAYEQUE,PE-1NJ,67.0,CHOQUE,22.0,8.0,THURSDAY,1,0
JUNIN,PE-3S,77.0,CHOQUE,18.0,8.0,THURSDAY,1,0
